 INFO  Accepting connections at http://localhost:3000
 HTTP  29/8/2026 8:58:48 p. m. ::1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:58:48 p. m. ::1 GET /assets/js/api.js
 HTTP  29/8/2026 8:58:48 p. m. ::1 GET /assets/js/main.js
 HTTP  29/8/2026 8:58:48 p. m. ::1 Returned 304 in 3 ms
 HTTP  29/8/2026 8:58:48 p. m. ::1 Returned 304 in 3 ms
 HTTP  29/8/2026 8:58:48 p. m. ::1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:58:49 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:58:49 p. m. 127.0.0.1 Returned 200 in 3 ms
 HTTP  29/8/2026 8:58:49 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 8:58:49 p. m. 127.0.0.1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:58:49 p. m. ::1 GET /login.html
 HTTP  29/8/2026 8:58:49 p. m. ::1 Returned 200 in 1 ms
 HTTP  29/8/2026 8:58:49 p. m. ::1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:58:49 p. m. ::1 Returned 200 in 3 ms
 HTTP  29/8/2026 8:58:49 p. m. ::1 GET /assets/js/api.js
 HTTP  29/8/2026 8:58:49 p. m. ::1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:58:49 p. m. 127.0.0.1 GET /favicon.ico
 HTTP  29/8/2026 8:58:49 p. m. 127.0.0.1 Returned 404 in 5 ms
 HTTP  29/8/2026 8:58:49 p. m. 127.0.0.1 GET /login.html
 HTTP  29/8/2026 8:58:49 p. m. 127.0.0.1 Returned 200 in 1 ms
 HTTP  29/8/2026 8:58:50 p. m. ::1 GET /index.html
 HTTP  29/8/2026 8:58:50 p. m. ::1 Returned 200 in 1 ms
 HTTP  29/8/2026 8:58:50 p. m. ::1 GET /login.html
 HTTP  29/8/2026 8:58:50 p. m. ::1 Returned 200 in 3 ms
 HTTP  29/8/2026 8:58:50 p. m. ::1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:58:50 p. m. ::1 GET /assets/js/api.js
 HTTP  29/8/2026 8:58:50 p. m. ::1 Returned 304 in 3 ms
 HTTP  29/8/2026 8:58:50 p. m. ::1 GET /assets/js/main.js
 HTTP  29/8/2026 8:58:50 p. m. ::1 Returned 304 in 4 ms
 HTTP  29/8/2026 8:58:50 p. m. ::1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:58:50 p. m. ::1 GET /pages/inventario.html
 HTTP  29/8/2026 8:58:50 p. m. ::1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:58:50 p. m. ::1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:58:50 p. m. ::1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:58:50 p. m. ::1 GET /assets/js/api.js
 HTTP  29/8/2026 8:58:50 p. m. ::1 Returned 200 in 3 ms
 HTTP  29/8/2026 8:58:50 p. m. ::1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:58:50 p. m. ::1 GET /assets/js/api.js
 HTTP  29/8/2026 8:58:50 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:58:50 p. m. ::1 GET /assets/js/main.js
 HTTP  29/8/2026 8:58:50 p. m. ::1 Returned 304 in 2 ms
 HTTP  29/8/2026 8:58:50 p. m. ::1 Returned 304 in 2 ms
 HTTP  29/8/2026 8:58:50 p. m. 127.0.0.1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:58:50 p. m. ::1 Returned 304 in 3 ms
 HTTP  29/8/2026 8:58:50 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 8:58:50 p. m. 127.0.0.1 Returned 200 in 1 ms
 HTTP  29/8/2026 8:58:51 p. m. 127.0.0.1 GET /favicon.ico
 HTTP  29/8/2026 8:58:51 p. m. 127.0.0.1 Returned 404 in 4 ms
 HTTP  29/8/2026 8:58:52 p. m. 127.0.0.1 GET /registro.html
 HTTP  29/8/2026 8:58:52 p. m. 127.0.0.1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:58:52 p. m. 127.0.0.1 GET /index.html
 HTTP  29/8/2026 8:58:52 p. m. 127.0.0.1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:58:52 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:58:52 p. m. 127.0.0.1 Returned 304 in 1 ms
 HTTP  29/8/2026 8:58:52 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 8:58:52 p. m. 127.0.0.1 Returned 304 in 1 ms
 HTTP  29/8/2026 8:58:52 p. m. 127.0.0.1 GET /assets/js/main.js
 HTTP  29/8/2026 8:58:52 p. m. 127.0.0.1 Returned 200 in 1 ms
 HTTP  29/8/2026 8:58:52 p. m. ::1 GET /login.html
 HTTP  29/8/2026 8:58:52 p. m. ::1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:58:52 p. m. ::1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:58:52 p. m. ::1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:58:52 p. m. ::1 GET /assets/js/api.js
 HTTP  29/8/2026 8:58:52 p. m. ::1 Returned 200 in 1 ms
 HTTP  29/8/2026 8:58:52 p. m. 127.0.0.1 GET /pages/configuracion.html
 HTTP  29/8/2026 8:58:52 p. m. 127.0.0.1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:58:52 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:58:52 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 8:58:52 p. m. 127.0.0.1 Returned 200 in 4 ms
 HTTP  29/8/2026 8:58:52 p. m. 127.0.0.1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:58:53 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:58:53 p. m. 127.0.0.1 Returned 304 in 2 ms
 HTTP  29/8/2026 8:58:53 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 8:58:53 p. m. 127.0.0.1 Returned 304 in 3 ms
 HTTP  29/8/2026 8:58:53 p. m. 127.0.0.1 GET /assets/js/main.js
 HTTP  29/8/2026 8:58:53 p. m. 127.0.0.1 Returned 304 in 1 ms
 HTTP  29/8/2026 8:58:53 p. m. ::1 GET /registro.html
 HTTP  29/8/2026 8:58:53 p. m. ::1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:58:53 p. m. ::1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:58:53 p. m. ::1 GET /assets/js/api.js
 HTTP  29/8/2026 8:58:53 p. m. ::1 Returned 200 in 5 ms
 HTTP  29/8/2026 8:58:53 p. m. ::1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:58:53 p. m. 127.0.0.1 GET /index.html
 HTTP  29/8/2026 8:58:53 p. m. 127.0.0.1 Returned 304 in 3 ms
 HTTP  29/8/2026 8:58:53 p. m. 127.0.0.1 GET /favicon.ico
 HTTP  29/8/2026 8:58:53 p. m. 127.0.0.1 Returned 404 in 3 ms
 HTTP  29/8/2026 8:58:53 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:58:53 p. m. 127.0.0.1 Returned 304 in 2 ms
 HTTP  29/8/2026 8:58:53 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 8:58:53 p. m. 127.0.0.1 Returned 304 in 2 ms
 HTTP  29/8/2026 8:58:53 p. m. 127.0.0.1 GET /assets/js/main.js
 HTTP  29/8/2026 8:58:53 p. m. 127.0.0.1 Returned 304 in 2 ms
 HTTP  29/8/2026 8:58:53 p. m. 127.0.0.1 GET /login.html
 HTTP  29/8/2026 8:58:53 p. m. 127.0.0.1 Returned 200 in 3 ms
 HTTP  29/8/2026 8:58:54 p. m. ::1 GET /index.html
 HTTP  29/8/2026 8:58:54 p. m. ::1 Returned 200 in 1 ms
 HTTP  29/8/2026 8:58:54 p. m. ::1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:58:54 p. m. ::1 GET /assets/js/api.js
 HTTP  29/8/2026 8:58:54 p. m. ::1 Returned 304 in 2 ms
 HTTP  29/8/2026 8:58:54 p. m. ::1 Returned 304 in 2 ms
 HTTP  29/8/2026 8:58:54 p. m. ::1 GET /assets/js/main.js
 HTTP  29/8/2026 8:58:54 p. m. ::1 Returned 200 in 1 ms
 HTTP  29/8/2026 8:58:54 p. m. ::1 GET /pages/pagos.html
 HTTP  29/8/2026 8:58:54 p. m. ::1 Returned 200 in 3 ms
 HTTP  29/8/2026 8:58:54 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:58:54 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 8:58:54 p. m. ::1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:58:54 p. m. 127.0.0.1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:58:54 p. m. 127.0.0.1 Returned 200 in 4 ms
 HTTP  29/8/2026 8:58:54 p. m. ::1 Returned 304 in 2 ms
 HTTP  29/8/2026 8:58:54 p. m. ::1 GET /assets/js/api.js
 HTTP  29/8/2026 8:58:54 p. m. ::1 GET /assets/js/main.js
 HTTP  29/8/2026 8:58:54 p. m. ::1 Returned 304 in 3 ms
 HTTP  29/8/2026 8:58:54 p. m. ::1 Returned 304 in 2 ms
 HTTP  29/8/2026 8:58:54 p. m. ::1 GET /login.html
 HTTP  29/8/2026 8:58:54 p. m. ::1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:58:54 p. m. ::1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:58:54 p. m. ::1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:58:54 p. m. ::1 GET /assets/js/api.js
 HTTP  29/8/2026 8:58:54 p. m. ::1 Returned 200 in 5 ms
 HTTP  29/8/2026 8:58:54 p. m. ::1 GET /index.html
 HTTP  29/8/2026 8:58:54 p. m. ::1 Returned 200 in 3 ms
 HTTP  29/8/2026 8:58:54 p. m. 127.0.0.1 GET /favicon.ico
 HTTP  29/8/2026 8:58:54 p. m. 127.0.0.1 Returned 404 in 4 ms
 HTTP  29/8/2026 8:58:55 p. m. ::1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:58:55 p. m. ::1 GET /assets/js/api.js
 HTTP  29/8/2026 8:58:55 p. m. ::1 Returned 304 in 3 ms
 HTTP  29/8/2026 8:58:55 p. m. ::1 Returned 304 in 2 ms
 HTTP  29/8/2026 8:58:55 p. m. ::1 GET /assets/js/main.js
 HTTP  29/8/2026 8:58:55 p. m. ::1 Returned 200 in 1 ms
 HTTP  29/8/2026 8:58:55 p. m. ::1 GET /pages/pago-form.html
 HTTP  29/8/2026 8:58:55 p. m. ::1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:58:55 p. m. ::1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:58:55 p. m. ::1 GET /assets/js/api.js
 HTTP  29/8/2026 8:58:55 p. m. ::1 Returned 304 in 3 ms
 HTTP  29/8/2026 8:58:55 p. m. ::1 GET /assets/js/main.js
 HTTP  29/8/2026 8:58:55 p. m. ::1 Returned 304 in 3 ms
 HTTP  29/8/2026 8:58:55 p. m. ::1 GET /assets/js/forms.js
 HTTP  29/8/2026 8:58:55 p. m. ::1 Returned 304 in 3 ms
 HTTP  29/8/2026 8:58:55 p. m. ::1 Returned 200 in 3 ms
 HTTP  29/8/2026 8:58:55 p. m. 127.0.0.1 GET /login.html
 HTTP  29/8/2026 8:58:55 p. m. ::1 GET /login.html
 HTTP  29/8/2026 8:58:55 p. m. 127.0.0.1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:58:55 p. m. ::1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:58:55 p. m. ::1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:58:55 p. m. ::1 Returned 200 in 4 ms
 HTTP  29/8/2026 8:58:56 p. m. ::1 GET /assets/js/api.js
 HTTP  29/8/2026 8:58:56 p. m. ::1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:58:56 p. m. 127.0.0.1 GET /index.html
 HTTP  29/8/2026 8:58:56 p. m. 127.0.0.1 Returned 200 in 6 ms
 HTTP  29/8/2026 8:58:56 p. m. ::1 GET /index.html
 HTTP  29/8/2026 8:58:56 p. m. ::1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:58:56 p. m. ::1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:58:56 p. m. ::1 GET /assets/js/api.js
 HTTP  29/8/2026 8:58:56 p. m. ::1 Returned 304 in 4 ms
 HTTP  29/8/2026 8:58:56 p. m. ::1 Returned 304 in 3 ms
 HTTP  29/8/2026 8:58:56 p. m. ::1 GET /assets/js/main.js
 HTTP  29/8/2026 8:58:56 p. m. ::1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:58:56 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:58:56 p. m. 127.0.0.1 Returned 304 in 3 ms
 HTTP  29/8/2026 8:58:56 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 8:58:56 p. m. 127.0.0.1 Returned 304 in 4 ms
 HTTP  29/8/2026 8:58:56 p. m. 127.0.0.1 GET /assets/js/main.js
 HTTP  29/8/2026 8:58:56 p. m. 127.0.0.1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:58:56 p. m. 127.0.0.1 GET /pages/mascotas.html
 HTTP  29/8/2026 8:58:56 p. m. 127.0.0.1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:58:56 p. m. ::1 GET /pages/configuracion.html
 HTTP  29/8/2026 8:58:56 p. m. ::1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:58:57 p. m. ::1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:58:57 p. m. ::1 Returned 304 in 2 ms
 HTTP  29/8/2026 8:58:57 p. m. ::1 GET /assets/js/api.js
 HTTP  29/8/2026 8:58:57 p. m. ::1 Returned 304 in 3 ms
 HTTP  29/8/2026 8:58:57 p. m. ::1 GET /assets/js/main.js
 HTTP  29/8/2026 8:58:57 p. m. ::1 Returned 304 in 1 ms
 HTTP  29/8/2026 8:58:57 p. m. ::1 GET /index.html
 HTTP  29/8/2026 8:58:57 p. m. ::1 Returned 304 in 2 ms
 HTTP  29/8/2026 8:58:57 p. m. ::1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:58:57 p. m. ::1 GET /assets/js/api.js
 HTTP  29/8/2026 8:58:57 p. m. ::1 GET /assets/js/main.js
 HTTP  29/8/2026 8:58:57 p. m. ::1 Returned 304 in 3 ms
 HTTP  29/8/2026 8:58:57 p. m. ::1 Returned 304 in 1 ms
 HTTP  29/8/2026 8:58:57 p. m. ::1 Returned 304 in 3 ms
 HTTP  29/8/2026 8:58:57 p. m. ::1 GET /index.html
 HTTP  29/8/2026 8:58:57 p. m. ::1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:58:57 p. m. ::1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:58:57 p. m. ::1 GET /assets/js/api.js
 HTTP  29/8/2026 8:58:57 p. m. ::1 Returned 304 in 2 ms
 HTTP  29/8/2026 8:58:57 p. m. ::1 Returned 304 in 2 ms
 HTTP  29/8/2026 8:58:57 p. m. ::1 GET /assets/js/main.js
 HTTP  29/8/2026 8:58:57 p. m. ::1 Returned 200 in 1 ms
 HTTP  29/8/2026 8:58:57 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:58:57 p. m. 127.0.0.1 Returned 200 in 3 ms
 HTTP  29/8/2026 8:58:57 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 8:58:57 p. m. 127.0.0.1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:58:57 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:58:57 p. m. 127.0.0.1 Returned 304 in 2 ms
 HTTP  29/8/2026 8:58:57 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 8:58:57 p. m. 127.0.0.1 Returned 304 in 2 ms
 HTTP  29/8/2026 8:58:57 p. m. 127.0.0.1 GET /assets/js/main.js
 HTTP  29/8/2026 8:58:57 p. m. 127.0.0.1 Returned 304 in 1 ms
 HTTP  29/8/2026 8:58:57 p. m. 127.0.0.1 GET /favicon.ico
 HTTP  29/8/2026 8:58:57 p. m. 127.0.0.1 Returned 404 in 2 ms
 HTTP  29/8/2026 8:58:57 p. m. ::1 GET /pages/mascotas.html
 HTTP  29/8/2026 8:58:57 p. m. ::1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:58:57 p. m. ::1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:58:57 p. m. ::1 Returned 304 in 3 ms
 HTTP  29/8/2026 8:58:57 p. m. ::1 GET /assets/js/api.js
 HTTP  29/8/2026 8:58:57 p. m. ::1 GET /assets/js/main.js
 HTTP  29/8/2026 8:58:57 p. m. ::1 Returned 304 in 2 ms
 HTTP  29/8/2026 8:58:57 p. m. ::1 Returned 304 in 1 ms
 HTTP  29/8/2026 8:58:57 p. m. 127.0.0.1 GET /registro.html
 HTTP  29/8/2026 8:58:57 p. m. 127.0.0.1 Returned 200 in 3 ms
 HTTP  29/8/2026 8:58:58 p. m. ::1 GET /pages/pagos.html
 HTTP  29/8/2026 8:58:58 p. m. ::1 Returned 200 in 3 ms
 HTTP  29/8/2026 8:58:58 p. m. ::1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:58:58 p. m. ::1 GET /assets/js/api.js
 HTTP  29/8/2026 8:58:58 p. m. ::1 GET /assets/js/main.js
 HTTP  29/8/2026 8:58:58 p. m. ::1 Returned 304 in 3 ms
 HTTP  29/8/2026 8:58:58 p. m. ::1 Returned 304 in 3 ms
 HTTP  29/8/2026 8:58:58 p. m. ::1 Returned 304 in 2 ms
 HTTP  29/8/2026 8:58:58 p. m. 127.0.0.1 GET /pages/mascota-form.html
 HTTP  29/8/2026 8:58:58 p. m. 127.0.0.1 Returned 200 in 1 ms
 HTTP  29/8/2026 8:58:58 p. m. ::1 GET /pages/mascota-form.html
 HTTP  29/8/2026 8:58:58 p. m. ::1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:58:58 p. m. ::1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:58:58 p. m. ::1 GET /assets/js/api.js
 HTTP  29/8/2026 8:58:58 p. m. ::1 Returned 304 in 2 ms
 HTTP  29/8/2026 8:58:58 p. m. ::1 GET /assets/js/main.js
 HTTP  29/8/2026 8:58:58 p. m. ::1 Returned 304 in 5 ms
 HTTP  29/8/2026 8:58:58 p. m. ::1 GET /assets/js/forms.js
 HTTP  29/8/2026 8:58:58 p. m. ::1 Returned 304 in 3 ms
 HTTP  29/8/2026 8:58:58 p. m. ::1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:58:58 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:58:58 p. m. 127.0.0.1 Returned 304 in 2 ms
 HTTP  29/8/2026 8:58:58 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 8:58:58 p. m. 127.0.0.1 Returned 304 in 2 ms
 HTTP  29/8/2026 8:58:58 p. m. 127.0.0.1 GET /assets/js/main.js
 HTTP  29/8/2026 8:58:58 p. m. 127.0.0.1 Returned 304 in 4 ms
 HTTP  29/8/2026 8:58:58 p. m. 127.0.0.1 GET /assets/js/forms.js
 HTTP  29/8/2026 8:58:58 p. m. 127.0.0.1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:58:58 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:58:58 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 8:58:58 p. m. 127.0.0.1 Returned 200 in 3 ms
 HTTP  29/8/2026 8:58:58 p. m. 127.0.0.1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:58:58 p. m. 127.0.0.1 GET /index.html
 HTTP  29/8/2026 8:58:58 p. m. 127.0.0.1 Returned 200 in 3 ms
 HTTP  29/8/2026 8:58:58 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:58:58 p. m. 127.0.0.1 Returned 304 in 5 ms
 HTTP  29/8/2026 8:58:58 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 8:58:58 p. m. 127.0.0.1 Returned 304 in 4 ms
 HTTP  29/8/2026 8:58:58 p. m. 127.0.0.1 GET /assets/js/main.js
 HTTP  29/8/2026 8:58:58 p. m. 127.0.0.1 Returned 200 in 3 ms
 HTTP  29/8/2026 8:58:58 p. m. 127.0.0.1 GET /pages/inventario.html
 HTTP  29/8/2026 8:58:58 p. m. 127.0.0.1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:58:59 p. m. 127.0.0.1 GET /login.html
 HTTP  29/8/2026 8:58:59 p. m. 127.0.0.1 Returned 200 in 4 ms
 HTTP  29/8/2026 8:58:59 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:58:59 p. m. 127.0.0.1 Returned 304 in 2 ms
 HTTP  29/8/2026 8:58:59 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 8:58:59 p. m. 127.0.0.1 Returned 304 in 2 ms
 HTTP  29/8/2026 8:58:59 p. m. 127.0.0.1 GET /assets/js/main.js
 HTTP  29/8/2026 8:58:59 p. m. 127.0.0.1 Returned 304 in 3 ms
 HTTP  29/8/2026 8:58:59 p. m. 127.0.0.1 GET /favicon.ico
 HTTP  29/8/2026 8:58:59 p. m. 127.0.0.1 Returned 404 in 5 ms
 HTTP  29/8/2026 8:58:59 p. m. ::1 GET /pages/mascotas.html
 HTTP  29/8/2026 8:58:59 p. m. ::1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:58:59 p. m. ::1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:58:59 p. m. ::1 GET /assets/js/api.js
 HTTP  29/8/2026 8:58:59 p. m. ::1 GET /assets/js/main.js
 HTTP  29/8/2026 8:58:59 p. m. ::1 Returned 304 in 2 ms
 HTTP  29/8/2026 8:58:59 p. m. ::1 Returned 304 in 2 ms
 HTTP  29/8/2026 8:58:59 p. m. ::1 Returned 304 in 2 ms
 HTTP  29/8/2026 8:58:59 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:58:59 p. m. 127.0.0.1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:58:59 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 8:58:59 p. m. 127.0.0.1 Returned 200 in 3 ms
 HTTP  29/8/2026 8:59:00 p. m. 127.0.0.1 GET /pages/mascotas.html
 HTTP  29/8/2026 8:59:00 p. m. 127.0.0.1 Returned 304 in 3 ms
 HTTP  29/8/2026 8:59:00 p. m. 127.0.0.1 GET /favicon.ico
 HTTP  29/8/2026 8:59:00 p. m. 127.0.0.1 Returned 404 in 3 ms
 HTTP  29/8/2026 8:59:00 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:59:00 p. m. 127.0.0.1 Returned 304 in 4 ms
 HTTP  29/8/2026 8:59:00 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 8:59:00 p. m. 127.0.0.1 Returned 304 in 3 ms
 HTTP  29/8/2026 8:59:00 p. m. 127.0.0.1 GET /assets/js/main.js
 HTTP  29/8/2026 8:59:00 p. m. 127.0.0.1 Returned 304 in 2 ms
 HTTP  29/8/2026 8:59:00 p. m. 127.0.0.1 GET /index.html
 HTTP  29/8/2026 8:59:00 p. m. 127.0.0.1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:59:00 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:59:00 p. m. 127.0.0.1 Returned 304 in 2 ms
 HTTP  29/8/2026 8:59:00 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 8:59:00 p. m. 127.0.0.1 Returned 304 in 2 ms
 HTTP  29/8/2026 8:59:00 p. m. 127.0.0.1 GET /assets/js/main.js
 HTTP  29/8/2026 8:59:00 p. m. 127.0.0.1 Returned 200 in 3 ms
 HTTP  29/8/2026 8:59:01 p. m. ::1 GET /login.html
 HTTP  29/8/2026 8:59:01 p. m. ::1 Returned 200 in 4 ms
 HTTP  29/8/2026 8:59:01 p. m. ::1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:59:01 p. m. ::1 Returned 200 in 6 ms
 HTTP  29/8/2026 8:59:01 p. m. ::1 GET /assets/js/api.js
 HTTP  29/8/2026 8:59:01 p. m. ::1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:59:01 p. m. 127.0.0.1 GET /index.html
 HTTP  29/8/2026 8:59:01 p. m. 127.0.0.1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:59:01 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:59:01 p. m. 127.0.0.1 Returned 304 in 2 ms
 HTTP  29/8/2026 8:59:01 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 8:59:01 p. m. 127.0.0.1 Returned 304 in 2 ms
 HTTP  29/8/2026 8:59:01 p. m. 127.0.0.1 GET /assets/js/main.js
 HTTP  29/8/2026 8:59:01 p. m. 127.0.0.1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:59:01 p. m. 127.0.0.1 GET /pages/pagos.html
 HTTP  29/8/2026 8:59:01 p. m. 127.0.0.1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:59:02 p. m. ::1 GET /index.html
 HTTP  29/8/2026 8:59:02 p. m. ::1 Returned 200 in 1 ms
 HTTP  29/8/2026 8:59:02 p. m. ::1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:59:02 p. m. ::1 GET /assets/js/api.js
 HTTP  29/8/2026 8:59:02 p. m. ::1 Returned 304 in 2 ms
 HTTP  29/8/2026 8:59:02 p. m. ::1 GET /assets/js/main.js
 HTTP  29/8/2026 8:59:02 p. m. ::1 Returned 304 in 2 ms
 HTTP  29/8/2026 8:59:02 p. m. ::1 Returned 200 in 1 ms
 HTTP  29/8/2026 8:59:02 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:59:02 p. m. 127.0.0.1 Returned 304 in 1 ms
 HTTP  29/8/2026 8:59:02 p. m. 127.0.0.1 GET /assets/js/api.js
 HTTP  29/8/2026 8:59:02 p. m. 127.0.0.1 Returned 304 in 1 ms
 HTTP  29/8/2026 8:59:02 p. m. 127.0.0.1 GET /assets/js/main.js
 HTTP  29/8/2026 8:59:02 p. m. 127.0.0.1 Returned 304 in 2 ms
 HTTP  29/8/2026 8:59:02 p. m. ::1 GET /pages/mascotas.html
 HTTP  29/8/2026 8:59:02 p. m. ::1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:59:02 p. m. ::1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:59:02 p. m. ::1 Returned 304 in 2 ms
 HTTP  29/8/2026 8:59:02 p. m. ::1 GET /assets/js/api.js
 HTTP  29/8/2026 8:59:02 p. m. ::1 GET /assets/js/main.js
 HTTP  29/8/2026 8:59:02 p. m. ::1 Returned 304 in 2 ms
 HTTP  29/8/2026 8:59:02 p. m. ::1 Returned 304 in 1 ms
 HTTP  29/8/2026 8:59:02 p. m. 127.0.0.1 GET /pages/pago-form.html
 HTTP  29/8/2026 8:59:02 p. m. 127.0.0.1 Returned 200 in 2 ms
 HTTP  29/8/2026 8:59:03 p. m. 127.0.0.1 GET /assets/css/styles.css
 HTTP  29/8/2026 8:59:03 p. m. 127.0.0.1 Returned 304 in 3 ms
